376	Expansion	as some mutual funds sold their most liquid issues	to raise cash.
377	Expansion	Investors in stock funds didn't panic the weekend after mid-October's 190-point market plunge.	Most of the those who left stock funds simply switched into money market funds.
378	Temporal	thanked Mr. Hoelzer for taking care of the mural	and demanded he return it as soon as possible.
379	Expansion	lie	and tell them it will be done,
380	Expansion	In 1986, Mr. Roderick adroitly dodged Mr. Icahn's first bullet after the takeover specialist had built up an 11.4% stake.	Mr. Roderick did so by having USX redeem a series of guaranteed notes, a move that, in effect, raised the cost of a $7.19 billion Icahn bid by about $3 billion.
381	Comparison	Also, because of its reduced capital budget, Pemex has phased out about 50,000 transitory construction workers, reducing the work force to about 140,000,	the union's sacrifices will be offset by a wage and benefit package that amounts to a 22% increase in compensation.
382	Expansion	If the person believes there's an evil spirit, you ask it to be gone,	The suggestion itself may do the healing.
383	Comparison	The House version of the legislation would kill that deduction, and label any such debt as equity, which isn't deductible.	The less-rigorous Senate version would defer the deductibility for roughly five years.
384	Contingency	"The collar was penetrated on a number of occasions,"" meaning securities firms figured out ways to conduct program trades to circumvent the collar and use the Big Board's electronic trading system,"	That was when the exchange took a new tack by publishing monthly statistics listing the top 15 program trading firms.
385	Contingency	relented,	and said they wouldn't offer their own proposal as they had planned.
386	Temporal	writes stock-market information on a chart with a pencil	and adds it up with a hand calculator.
387	Comparison	Not yet, anyway.	Just after Hurricane Hugo battered South Carolina, some officials talked of perhaps adding a penny to the state gasoline tax or raising property taxes.
388	Comparison	A daily average of 20.9 million shares traded in program strategies in September, the second-highest level ever.	The highest level was in June 1989, when a daily average of 22.1 million shares traded in program strategies.
389	Expansion	I went out to Todd {Burns, the A's reliever} and told him that we weren't gonna let this guy beat us,	I told him to make Mitchell reach for everything,
390	Comparison	Pinnacle's SunCor Development Co. real-estate unit's loss narrowed to $13.8 million from $78.4 million.	The latest period included a $9 million write-down on undeveloped land, while the year-earlier period included a $46 million reserve for real-estate losses.
391	Expansion	In addition, some microelectronics companies said they were prepared for tremulous conditions like Tuesday's.	Their machine tools are even bolted to the shop floor.
392	Temporal	buy or sell baskets of stocks	and offset the position with an opposite trade in stock-index futures to lock in profits.
393	Temporal	In late May, Stena Holding AG and Tiphook PLC, launched a $50-a-share, or $777 million, tender offer for the Hamilton, Bermuda-based Sea Containers.	In mid-August, the companies, through their jointly owned holding company, Temple Holdings Ltd., sweetened the offer to $63 a share, or $963 million.
394	Comparison	seemed so close Friday morning	and is now problematic.
395	Comparison	Last year, the top 12 players on each NFL team took home an average $536,000, a figure comparable to baseball and higher than in basketball.	First-round draft picks have done even better:
396	Contingency	Mr. Kasparov was left with a very dangerous knight	and D.T.'s surviving bishop was reduced to passivity.
397	Contingency	most banks refused even to play administrative roles in the new financing,	Unwilling to put up new money for New Zealand until those debts are repaid,
398	Expansion	Over the weekend, McCaw continued to call for an auction of LIN.	McCaw to escalate the bidding again.
399	Expansion	they do not serve the people, and particularly not consumers.	They serve the industries and the special-interest groups.
400	Temporal	Yet these figures show only the most visible part of the problem.	Recent data from New York City provide more of the picture.
401	Comparison	I don't foresee any shortages over the next few months,	"Ironically, ""up until the quake, we desperately tried to fill jobs,"" especially for crane and bulldozer operators."
402	Temporal	were diverted to other airports	and had to wait a day to resume travel.
403	Comparison	that a capital-gains cut should be part of the deficit-reduction bill,	If that doesn't happen, then we press forward on another vehicle and a separate vote,
404	Comparison	In addition, an investor who wants to know the daily value of Treasury bonds, or corporate bonds traded on the New York Stock Exchange, can simply check newspaper listings.	There aren't any such listings for asset-backed securities.
405	Comparison	The chemical segment had a $6 million gain on the sale of ammonia and urea businesses, which was offset by a $6 million charge for future environmental expenditures.	Profit in Olin's defense and ammunition segment rose to $8 million from $7 million.
406	Expansion	and waive current restrictions	to expedite the distribution of funds.
407	Temporal	gets its money from oil companies using the pipeline	and compensates those harmed by oil spills.
408	Temporal	the Jacobson specialists made no predictions about how trading might go today.	Leaving the exchange at about 5 p.m.,
409	Contingency	Limiting care won't be easy or popular.	To slow the rise in total spending, it will be necessary to reduce per-capita use of services,
410	Comparison	talk of times of peace for all,	and then prepare for war.
411	Temporal	Munching pizza when they could	and yelling until their voices gave out,
412	Expansion	I've got 70 kinds of apples.	Here's a Waltana,
413	Comparison	Hugo hasn't prompted proposals for state or local increases.	California, where earthquake damage may top $5 billion, plans a special legislative session.
414	Expansion	that has subdued gold prices for more than a year:	selling by gold producers, who want to fix the highest possible price for their gold.
415	Expansion	Within three weeks of the 1975 end to fixed rates there were all-out price wars among brokers fighting for institutional business, with rate slashes of 35% to 60% below pre-May 1 levels.	"the ""breadth and depth of the discounting is more than I expected."
416	Temporal	Their visa came in relatively short order,	and they moved to Los Angeles.
417	Expansion	So much, too, for the notion that we humans triumphed in the Darwinian struggle by evolving big brains.	Our mammalian forerunners lucked out through the extraterrestrial impact that did in the dinosaurs because they were small, not smart.
418	Expansion	The probe, which is painless, non-invasive and apparently harmless, employs strong magnetic fields to induce small whirlwinds of electricity within the brain.	If positioned over the brain's motor-control area, the hand-held electromagnets generate nerve impulses that zip down motor nerves and activate muscles, making, say, a finger twitch.
419	Comparison	She ran it the length of the South Gardens riverfront, blotting out the city's great natural water features, the harbor and the river.	Within her garden, she has decreed a waterfall, a rill, ponds and other costly, trivial waterworks beside the Hudson.
420	Contingency	Market makers, slashed inventories of stocks they keep on hand to sell investors when other holders aren't selling.	to cut costs,
421	Temporal	take,	copy
422	Contingency	perestrokia might fail,	"and its political opponents will ask ""Who lost Gorbachev?"
423	Comparison	North Korea is communist	and South Korea is an ally.
424	Comparison	they can't afford to put their law practices on hold for another seven-month trial.	they would continue to represent their clients if the government pays their tab as court-appointed lawyers.
425	Expansion	Every time you thought it was going into a rally it gave up, and every time you thought it would rally it came down.	This is a tough market.
426	Expansion	and not all claims against the exchange clearinghouse -- by those who bet the Hang Seng index would fall -- have been settled.	Companies and financial institutions familiar with Hong Kong remain wary of trading in its futures market.
427	Temporal	Mr. Greenspan said the short-term value of the dollar on foreign-exchange markets isn't the primary policy focus of the central bank.	Testifying before a panel of the House Banking Committee,
428	Contingency	Intertan jumped 2 1/4 to 56 7/8.	The company reported that earnings from operations for the September quarter were up about 25% from a year earlier.
429	Comparison	And they were turned loose	unprepared to build lives of their own.
430	Expansion	that can produce up to 150,000 printers next year.	Some 70% of them are to be exported to the U.S.
431	Comparison	The debt-laden parent has been under pressure from large shareholders to boost the company's share price.	At the same time it has been caught in an earnings squeeze.
432	Expansion	Universities can now buy a Next computer without an optical storage device for $4,995.	A computer with the optical device will still cost $6,495, but from now on Next will outfit every computer with a hard drive and supply one at no cost to those who have already bought Next machines.
433	Temporal	scooted them into the dog run	and stood in the doorway myself, watching the outside trash cans dance across the concrete.
434	Contingency	This news raised hopes for further interest-rate cuts.	Treasury-bond prices immediately rallied, setting the stock market rolling from the opening bell.
435	Expansion	he agreed with one of her concerns:	that turning over the foreign documents could violate the defendant's constitutional right against self-incrimination.
436	Expansion	But in the end, everything turns out for the best, in the film makers' warped view.	Like lawyers in the hostile takeover field, the baby goes where the money is.
437	Temporal	sat up,	"said, ""Good morning"""
438	Temporal	Within a year he hopes Steppenwolf will move into a new 500-seat theater on that site.	The troupe currently performs in a converted dairy that seats 211 and provides little capacity for staging anything beyond a simple one-set production.
439	Expansion	No one in Switzerland ever came so far so fast	He was simply the first in this country to realize that treasures were just lying around waiting to be picked up.
440	Temporal	Mr. Straszheim meets confrontation that often occurs in inverse proportion to the size of the client.	Carrying the new message on the road,
441	Comparison	things here are quite peaceful.	A lot of car alarms went off.
442	Temporal	Also, the broker-dealer subsidiary, Integrated Resources Equity Corp., was renamed Royal Alliance Associates Inc.	Because of Integrated's widely reported troubles, the unit's representatives had been requesting a name change.
443	Comparison	"he's gotten evidence that there is a ""weak correlation"" between the time the heat bursts occur and the production of tritium."	There isn't any way to continuously measure the amount of tritium in the heavy water,
444	Expansion	Convertible capital appreciation bonds with a final stated maturity of Nov. 15, 2014, convert Nov. 15, 1999.	Convertible capital appreciation bonds with a final stated maturity of Nov. 15, 2019, convert Nov. 15, 2004.
445	Expansion	They are, nonetheless, high on Manville's management.	"It's one of the best in the business,"" says Salomon Brothers analyst Stephen Dobi."
446	Contingency	banks need a competitive edge	to sell their products.
447	Comparison	THE MILEAGE RATE allowed for business use of a car in 1989 has risen to 25.5 cents a mile for the first 15,000 from 24 cents in 1988,	the rate stays 11 cents for each added mile.
448	Comparison	The 282 members had paid $10,000 apiece for seats.	The 1989 price: $250,000.
449	Expansion	They will have to revisit this issue,	and they'll have to revisit it before long.
450	Expansion	Volume has been appalling,	The market was dragged up by the scruff of its neck by Wall Street and by market makers getting caught short.
451	Comparison	they do so only for customers, however.	Kidder Peabody does program trading for its own as well as clients' accounts.
452	Expansion	But the words that boomed over the loudspeakers bore messages of peace, unity, negotiation and discipline.	We stand for peace today and we will stand for peace tomorrow,
453	Contingency	Maggie Thatcher must be doing something right;	her political enemies are screaming louder than ever.
454	Comparison	Likewise, mutual funds remained relatively flat until I made what was, for me, a serious investment.	By 1987, these properties were in a tailspin,
455	Expansion	electronically sense road conditions	and adjust a car's ride.
456	Contingency	The government probably wouldn't give in readily to a hostile foray by Ford, however.	It has relinquished a golden share only once before -- during British Petroleum Co. 's #2.5 billion ($4 billion) takeover of Britoil PLC in 1988.
457	Contingency	which the market will be watching closely	to see if there is any improvement after disappointing numbers in the previous two months.
458	Expansion	These insurance company contracts feature some of the same tax benefits and restrictions as non-deductible individual retirement accounts:	Investment gains are compounded without tax consequences until money is withdrawn, but a 10% penalty tax is imposed on withdrawals made before age 59 1/2.
459	Comparison	"it ""continues to explore the possibility of a combination with Fresenius USA."	"that it is apparent that any terms of a combination ""would be substantially less favorable than those previously announced."
460	Comparison	Fidelity's junk fund has fallen 2.08% this year through Oct. 19,	the Vanguard fund rose 1.84%;
461	Contingency	Britain and all of Europe need to reconsider the prospects for European integration in light of the possible reunification and neutralization of Germany.	A unified Germany that remained within the Western alliance would give Germany such an overshadowing position that all other members of a unified Europe would become vassals of the German state.
462	Comparison	Company officials also said that any gain from the sale of Westinghouse's 55% stake in its transmission and distribution venture with the Swiss firm of Asea Brown Boveri will be offset by a restructuring charge in the fourth quarter.	The executives didn't disclose the size of the expected gain.
463	Contingency	In Cherry Hill, the National Abortion Rights Action League, whose goal is to sign up 50,000 pro-choice voters, targets a union breakfast	to build labor support for its cause.
464	Expansion	These complex products require close monitoring because each must be valued separately in light of current market conditions.	In an interest-rate options contract, a client pays a fee to a bank for custom-tailored protection against adverse interest-rate swings for a specified period.
465	Expansion	U.S. and Soviet officials are to open a new round of talks today aimed at reducing chemical-weapons arsenals amid superpower differences over whether to stop making the gases.	The talks in New York are the first since Bush and Soviet Foreign Minister Shevardnadze unveiled proposals in September to scrap existing weapons.
466	Comparison	insisted that aircraft be brought into the talks,	"then argued for exempting some 4,000 Russian planes because they are ""solely defensive."
467	Comparison	Prescription-drug world-wide sales rose 9% in the quarter to $340 million;	U.S. sales rose 15%.
468	Contingency	Sometimes, he would drag his keychain across the terminal	to create static or slow the system down to frustrate his quarry.
469	Expansion	Pinnacle West Capital Corp., which has been wrangling with regulators for months over what to do about Pinnacle's moribund Merabank thrift unit, suspended its dividend and reported a 91% plunge in third-quarter net income.	Security Pacific Corp. said third-quarter credit losses surged a third to $109 million, mainly because of sour Arizona real-estate loans.
470	Contingency	This wage inflation is bleeding the NFL dry,	Soon, only large corporations will be able to afford to buy and run football teams,
471	Expansion	to increase base rates to 16% from their current 15% level	to defend the pound,
472	Comparison	In only one presidential election year prior to 1948 did more than 20% of the nation's congressional districts choose a different party's candidate for the White House than for the House of Representatives.	Now that percentage routinely equals a third and twice has been above 40%.
473	Contingency	"Under the statute, agencies are provided ""defenses that normally aren't available in the private sector,"	The legislature does not want to inhibit the unique government activities by exposing public entities to liability.
474	Expansion	But some so-called high-quality junk issues fell as some mutual funds sold their most liquid issues to raise cash.	RJR Holdings Capital Corp. 's 14.7% bonds due 2009 fell one point.
475	Contingency	That's a problem because cash isn't earning us very much money,	This is the most difficult market that I've been involved in.
476	Expansion	"The CBOE opened for business on April 26, 1973, in what had been a Board of Trade lunchroom. It listed just 16 options to buy a ""pilot list"" of stocks on the New York Stock Exchange."	Puts, or sell options, would not be added until 1977.
477	Temporal	retiring	and going into paper-goods sales.
478	Contingency	to meet with federal officials in Ottawa today	to discuss the decision.
479	Contingency	and demanded proof the house and equipment were his.	He produced it.
480	Expansion	"so that the song's ""original beauty comes through,"	surmounting the cliche.
481	Expansion	but to have any hope of success it needs help from the Fed.	The central bank has been helping,
482	Contingency	One would have thought this would have happened two or three years ago as the labor market tightened.	It is a considerably delayed reaction
483	Expansion	$200 million of Eurobonds due Nov. 9, 1993, with equity-purchase warrants, indicating a 4% coupon at par, via Nomura International Ltd.	Each $5,000 bond carries one warrant, exercisable from Nov. 28, 1989, through Oct. 28, 1993, to buy company shares at an expected premium of 2 1/2% to the closing share price when terms are fixed Oct. 27.
484	Contingency	That's not fair;	they're not all fat.
485	Contingency	But Richard Anderson, head of the Forum for College Financing Alternatives, at Columbia University, a research group partly financed by the federal government, says zeros are particularly ill-suited.	Their price falls further than that of other bonds when inflation and interest rates kick up.
486	Contingency	"residents burned Rand McNally books and wore T-shirts that said: ""Kiss my Atlas."	Unamused,
487	Contingency	ONCE YOU MAKE UP your mind about an investment, the rest is easy, right?	"You just call your broker and say ""buy"" or ""sell."
488	Comparison	With E-mail, you don't have the visual clues of paper,	With Notes, they're visually distinct.
489	Temporal	Meanwhile, a federal jury found Mr. Bilzerian guilty on securities fraud and other charges in June.	A month later, Mr. Jefferies was spared a jail term by a federal judge who praised him for helping the government.
490	Expansion	Share turnover subsided to 161.5 million.	Advancing and declining issues finished about even.
491	Contingency	our stock is grossly undervalued.	the company has cut operating expenses by about 10% over the last few quarters, while maintaining research and development at about 8% to 9% of sales.
492	Temporal	but Nora finds an extra $30,000 in her bank account, suddenly increasing her available funds some fifteenfold.	While she is wondering whether to live it up, and do something even more dramatic, say get married, her life is further complicated by the reappearance of an old flame, David, a film critic and actor who always seems to be just on the brink of stardom.
493	Contingency	MCI Communications added 1 1/2 to 43 3/8.	The company has toted up over $40 million in contracts in the past two days.
494	Expansion	As of March 31, the Daiwa group had shareholder equity of 801.21 billion yen ($5.64 billion).	For the six months ended Sept. 30, Daiwa reported unconsolidated (parent company) net income of 79.03 billion yen ($556.5 million) on revenue of 332.38 billion yen ($2.34 billion).
495	Comparison	Separately, the bill gives authority to the Department of Housing and Urban Development to facilitate the refinancing of high-interest loans subsidized by the government under the so-called Section 235 home-ownership program for lower-income families.	This provision met early and strong resistance from investment bankers worried about disruptions in their clients' portfolios.
496	Contingency	priced at 101 1/4	to yield 5.83%
497	Comparison	Lotus Development Corp. feeds its evaluations into a computer, but only for storage; the decisions are made by supervisors.	Hershey Foods Corp. strives for fairness by basing increases on quarterly reviews, annual appraisals and meetings with workers.
498	Contingency	"Investors, trying to raise cash, have sold ""large liquid issues"" such as RJR Holdings Corp. and Kroger Co.;"	declines in these benchmark issues have contributed to the market's distress.
499	Contingency	A similar situation apparently exists in the Ivory Coast with no figures released yet this year, compared with 55,000 tons as of this time a year ago.	that if little cocoa actually has arrived at the ports, shipping delays could result.
500	Comparison	First year I came back there wasn't any work,	it's on the way back now.
501	Contingency	In a free market, his insurance rates can be raised	to recover insurance-company losses.
502	Contingency	we disagree.	Having seen the hypocrisy with which Congress has addressed the HUD scandals,
503	Expansion	But other analysts expressed disappointment that the cost-cutting move won't result in even greater earnings growth.	"This is a good move, but it only gets you to where people's expectations already are,"" in terms of earnings growth, said Joel D. Gross, an analyst with Donaldson, Lufkin & Jenrette."
504	Comparison	"He chastises Jo Franklin-Trout for her inept presentation of advocacy journalism, judging her project as ""intellectually slipshod."	Was not the title very clear?
505	Comparison	Where truly representative governments are safeguarded by constitutional protections of human rights and an independent judiciary to construe those rights, there is no excuse for breaking the law because some individual or group disagrees with it.	There may be a few cases where the law breaking is well pinpointed and so completely non-invasive of the rights of others that it is difficult to criticize it.
506	Expansion	Mr. Skase's statement was addressed to the stock exchange and appeared to be a response to the inquiry.	It said Qintex Entertainment owes Qintex Australia US$38.1 million in loans not secured by specific assets.
507	Contingency	to file for protection	to avoid going into default under its agreement with MCA.
508	Contingency	the expectations of the East German people are great and will continue to grow.	What's necessary now is the process of democratization. Not just that people are being heard but that their interests are being taken seriously.
509	Contingency	The few million dollars I could lose today is nothing against what I could lose on the spring line,	I'm buying fabric right now for clothes which I may not be paid for until April or May.
510	Contingency	that a mere 2% drop in ozone would increase birth defects and mutations by allowing solar radiation to alter the DNA structure.	Even a small reduction is unacceptable and to suggest otherwise is penny-wise and pound-foolish.
511	Temporal	enter the Objections at large on their Journal,	and proceed to reconsider it.
512	Expansion	Mr. Panelli has plenty of company.	"Nearly three-fourths of the people who own home exercise equipment don't use it as much as they planned, according to The Wall Street Journal's ""American Way of Buying"" survey."
513	Expansion	More banks are being hurt by Arizona's worsening real-estate slump.	First Interstate Bancorp of Los Angeles said Friday it expects a $16 million quarterly loss, citing property-loan losses at its Arizona unit.
514	Comparison	Apple Computer, lost 1 1/4 to 46 3/4 on 1.1 million shares.	Stratus Computer, eased 3/4 to 24 on 816,000 shares.
515	Temporal	"the diminutive Swede quips: ""It turned out to be lucky for us. If the whole market thinks what you're doing is crazy you don't have much competition."	Stroking his trademark white goatee during a recent interview,
516	Expansion	Fluent in Spanish from his days in the Peace Corps, Mr. Courter actively courts minority voters but seems oddly over his head.	He is warm and polished before a Puerto Rican Congress in Asbury Park. Yet minutes after promising to appoint Hispanics to high posts in state government, he is unable to say whether he has ever employed any in his congressional office.
517	Temporal	hops on a bike he keeps at his Morgan Hill, Calif., office	and sets out to cover a distance most people would travel only by car.
518	Expansion	and even strike up an unlikely friendship with the interloper.	Over dinners at New York's Sky Club and Links Club restaurants, the steel executive and the big investor talked steel, international trade and thoroughbred horses.
519	Contingency	that Poland is already working on nationwide emissions trades	to reduce smelter pollution,
520	Expansion	Commonwealth leaders issued a declaration giving South Africa six months to deliver on pledges to ease apartheid or face new reprisals.	The 49-nation organization, called for tighter financial pressure immediately.
521	Contingency	Analysts hailed the planned transaction as being beneficial to Armstrong and Shaw, the market leader in the U.S. carpet industry, with an estimated 17% to 20% share.	Shaw, based in Dalton, Ga., has annual sales of about $1.18 billion, and has economies of scale and lower raw-material costs that are expected to boost the profitability of Armstrong's brands, sold under the Armstrong and Evans-Black names.
522	Comparison	Corporate managers who want to start their own business are the highest failure risks. They know all the answers and are not used to working more than 40 hours a week.	The blue-collar worker who decides to start a business will listen and take advice. His humility gives him a much better chance of success.
523	Contingency	who sleep like babies every night,	lulled by visions of your money sitting risk-free in six-month CDs.
524	Expansion	raised fears that the nation's export drive has stalled,	and caused new turmoil in financial markets.
525	Temporal	that senior GE managers didn't find out about questionable billing practices until 1985,	and that the information was passed on quickly to Mr. Orr at his first meeting with company representatives.
526	Expansion	The plaintiffs are investors who bought and sold securities in which Mr. Boesky and his partnerships were dealing.	Some claim they suffered losses because they sold while he was buying and others because they bought while he was selling.
527	Expansion	"With investment banking as Kidder's ""lead business,"" where do Kidder's 42-branch brokerage network and its 1,400 brokers fit in?"	Mr. Carpenter this month sold off Kidder's eight brokerage offices in Florida and Puerto Rico to Merrill Lynch & Co.
528	Contingency	and adjusting prices	to accommodate the market.
529	Expansion	pokes around a bit,	asks a few questions
530	Comparison	But analysts estimate their trading profit at #30 million.	Whitbread had total pretax profit in the year ended Feb. 25 of #223.2 million, on sales of #2.26 billion.
531	Expansion	Currently, Mr. Merksamer owns 20% of the company;	L.J. Hooker acquired its 80% interest in the firm in May 1986.
532	Expansion	You're right there in the mainstream of American business,	building value on the back of insupportable expenditures.
533	Expansion	Yet the bill is riding high on the furor over drug trafficking.	Senate Republicans, after repeatedly failing to attach death-penalty amendments to unrelated legislation, have finally gotten a full-blown death-penalty bill through committee.
534	Expansion	It rose more than the New York Stock Exchange Composite, which improved 0.2%.	Among bigger stocks, the Nasdaq 100 Index rose 1%, or 4.56, to 453.05, while the Dow Jones Industrial Average was up 0.2%.
535	Contingency	fall in coming days	and may trade as low as 2.60 marks within the next year,
536	Contingency	"Hacksaw"" and ""Bonecrusher"" are the sort of nicknames normally associated with linebackers and heavyweight contenders."	Who'd have thought that the next group of tough guys carrying around reputations like that would be school superintendents?
537	Comparison	the December contract managed to start the session only eight cents higher.	Widely expected to open 10 to 15 cents a barrel higher on the strength of statistics from the American Petroleum Institute,
538	Expansion	Pushkin's,	Gogol's.
539	Expansion	But with no reports of either country actually entering the market, analysts said, futures prices became vulnerable.	Developing countries such as India, seem to have made it a point to stay away whenever sugar reached the top of its trading range, around 14.75 cents, and wait for prices to return to the bottom of the range, around 13.50 cents.
540	Contingency	will mark the second consecutive quarterly loss for Commodore	and will raise additional questions about whether it can sustain the turnaround it had seemed to be engineering.
541	Temporal	When the size of the Refcorp offering was announced last week and when-issued trading activity began, the bailout bonds were yielding about 1/20 percentage point more than the Treasury's benchmark 30-year bond.	On Friday, the yield was quoted at about 1/4 percentage point higher than the benchmark bond, an indication of weak demand.
542	Comparison	Forest-products operations strengthened in the third quarter, while paper operations were dogged by higher costs, soft newsprint exports and a strong Japanese yen.	Some competing forest-products firms have recently reported improved results due to strong pulp and paper business.
543	Expansion	that Mr. Antar aimed to pump up the company's stock price through false financial statements in order to sell his stake and reap huge profits.	Mr. Antar, made more than $60 million from the sale of his shares between 1985 and 1987.
544	Contingency	organized in a patchwork of 50-by-50-foot squares	to form `rooms'
545	Temporal	current expectations are for an entry level machine to be shipped in December,	with all of the more sophisticated versions out by June.
546	Expansion	The issue isn't age -- age is just a number.	The issue is one of a judge's experience, his competence and his physical ability to serve on the bench,
547	Comparison	In recent years, the airlines had waited until the last moment to court Christmas season vacationers with bargain fares.	That approach flopped:
548	Contingency	imports and exports continue to grow at the respective average rates of 25% and 5% recorded during the first seven months,	and the current-account deficit widens to $13.1 billion.
549	Expansion	Still, employees do occasionally try to smuggle out a gem or two.	One man wrapped several diamonds in the knot of his tie.
550	Expansion	Much of the picture's sensuality emerges from cinematographer Michael Ballhaus's slyly seductive lens work.	"After working for years with Werner Rainer Fassbinder, the late German director, and more recently with Martin Scorsese (""After Hours,"" ""The Color of Money,"" ""The Last Temptation of Christ""), Mr. Ballhaus has developed a distinctively fluid style."
551	Comparison	U.S. producers had a $2.15 billion backlog of unfilled orders at the end of September.	That was up 2.8% from a year earlier, even though orders for the first nine months of 1989 were down 19% from the comparable 1988 period.
552	Contingency	Private industry's labor costs rose 1.2% in the third quarter,	matching the second-quarter pace,
553	Expansion	The stocks that have been the best are having big pullbacks, and the ones that have been the worst are getting clobbered,	He expects the market to sink further and to reach a low sometime next month or in December.
554	Contingency	But a few days later the police accused him of stealing electricity, acquiring rubber without permission and buying stolen property.	Warned he was to be jailed again, he fled to the countryside.
555	Expansion	walking around,	drinking beer.
556	Comparison	"the woman has ""psychic burns"" on her back from the confrontation."	She declines to show them.
557	Expansion	working until 11 p.m. seven days a week	to cover his $3,000 a month rent.
558	Comparison	One hostile bidder who deliberately avoided using junk bonds was Paramount Communications Inc. in its initial offer to acquire Time Inc. for $10.7 billion, or $175 a share.	that decision was based on the financial, not political, drawbacks of junk bonds.
559	Expansion	but to keep its work force extraordinarily lean.	The company deliberately understaffs, stretching employees' schedules to the limit.
560	Comparison	I see a lot of evidence indicating a slower economy, and that means my interest-rate outlook has a downward tilt,	Fed officials probably won't drive down rates immediately,
561	Temporal	The candidates have been crisscrossing this huge country of 145 million people,	holding rallies and televised debates in hope of being elected to what must be one of the world's most thankless political jobs: trying to drag Brazil out of its economic and social mess.
562	Comparison	all 30 offices in Bay area were working, but in various states of disarray.	Business was slow because many companies were closed yesterday.
563	Comparison	export log and lumber markets will be weak, while panel and plywood markets will be stronger.	Pulp and paper performance depends on cost and price variables,
564	Expansion	But cosmetics firms still have one big marketing edge:	They motivate sales people with commissions.
565	Expansion	Six partners in the Richmond, Va., firm of Browder, Russell, Morris & Butcher announced they are resigning.	Five of the partners are opening a boutique in Richmond to concentrate on corporate defense litigation, particularly in product liability cases.
566	Temporal	soared to 80,000,	but plunged to under 10,000 when the La Presse strike ended.
567	Expansion	The economy is crashing hard,	The slowdown is taking hold a lot more quickly and devastatingly than anyone had expected.
568	Comparison	wants to build a giant tourism complex in Baja	and has been trying for eight years to get around Mexican restrictions on foreign ownership of beachfront property.
569	Temporal	hears her out,	pokes around a bit,
570	Temporal	bites it,	scowls
571	Temporal	it will move immediately to sell two ports, various ferries, ferry services, containers, and other investments.	Of the proceeds, $500 million will be used to fund its tender offer.
572	Comparison	Ken was my key contact,	I don't know {Mr. Phillips} all that well.
573	Comparison	We wouldn't have had to refinance if a lot of the problems hadn't been there,	This year, the firm will be able to service debt and still turn a modest profit.
574	Contingency	P&G and Unilever bring with them great experience with mundane products like soap and toilet paper, sparking disdain in the glitzy cosmetics trade; but they also bring mammoth marketing clout, sparking fear.	Though it is far from certain that companies best known for selling Promise margarine and Tide detergent will succeed in cosmetics, there's little doubt they will shake up the industry.
575	Contingency	their staffs meet within the next week	to start fine-tuning the bill.
576	Comparison	NCNB Corp. raised $1 billion in new capital during the third quarter.	In yesterday's edition, the amount of new capital was misstated.
577	Contingency	But the current Soviet purchasing spree may be a one-time affair.	The goal of most U.S. firms -- joint ventures -- remains elusive.
578	Comparison	Investors, for instance, may mistakenly assume that the bank or company that originally held the assets is guaranteeing the securities.	It isn't.
579	Expansion	Equally inconceivable is that the ANC, given the chance to hold a rally, would extend a hand, albeit warily, to the government.	"In a message read out at the rally, exiled ANC President Oliver Tambo, who can't legally be quoted in South Africa, said the country was at a crossroads and that Mr. de Klerk ""may yet earn a place among the peacemakers of our country"" if he chooses a ""path of genuine political settlement."
580	Contingency	They've had this field to themselves for over a year now,	and they've been greatly rewarded,
581	Expansion	two shareholders have filed a civil racketeering suit against the company.	Piggybacking on government assertions that General Electric Co. may have covered up fraudulent billings to the Pentagon,
582	Temporal	which agreed to purchase Milton Roy's liquid-chromatography line for $22 million in February.	Thermo Electron acquired some 6% of Milton Roy's common stock before throwing in the towel and reducing its stake in early September.
583	Temporal	"Like the others, it is loaded with rye, wheat and oats in sacks labeled ""Asbestos. Made in U.S.S.R."	"The farmer at the next truck shouts, ""Wheat! It's nice!"
584	Expansion	about half are in California, with the rest scattered across the country.	sales of such properties were slower than anticipated in the third quarter, but it expects sales to pick up in the rest of the year.
585	Contingency	But in Mr. Sohmer's Ozarks, he is but the tip of the patriarchal iceberg.	Every man Kate encounters is either sniggeringly puritanical, viciously patronizing, revoltingly lecherous, or all three.
586	Temporal	After placing orders to sell, Mr. Freeman called Martin Siegel, an investment banker at Kidder, Peabody & Co., who was advising on the deal, to confirm these rumors.	Mr. Siegel asked Mr. Freeman who his source was
587	Comparison	A year earlier, Ford reported record net of $856.3 million, or $1.78 a share, on revenue of $20.38 billion.	In the latest nine months, Ford earned $3.52 billion, or $7.51 a share, compared with $4.14 billion, or $8.53 a share.
588	Temporal	When the Supreme Court opened the door this year to new restrictions on abortion, Ms. Ehman opened her mind to Democratic politics.	"Then a political novice, she stepped into a whirl of ""pro-choice"" marches, house parties and fund-raisers."
589	Temporal	separate these two competing objectives	and eliminate aspects that provide the subsidy.
590	Expansion	Farm income is 15% below the average.	The young leave, especially girls who won't milk cows by hand.
591	Comparison	Spirits companies now view themselves as global marketers,	If you want to be a player, you have to be in America, Europe and the Far East.
592	Temporal	he opened up his briefcase and dumped $1 million in cash on a table in front of the directors,	Wearing a business suit and western-style hat and boots,
593	Comparison	But that doesn't necessarily mean thrifts are discriminating against blacks,	it doesn't have data on the financial position of applicants and thus can't determine why blacks are rejected more often.
